run_id,date,gpu_class,precision,admission,specdec,traffic,seed,status,evidence_path
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-25.64,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 25.64 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-25.64
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-27.61,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 27.61 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-27.61
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-29.58,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 29.58 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-29.58
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-39.44,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 39.44 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-39.44
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-49.30,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 49.3 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-49.30
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-59.16,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 59.16 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-59.16
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-78.88,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 78.88 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-78.88
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-9.86,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 9.86 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-9.86
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-1,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=1,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-1
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-128,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=128,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-128
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-16,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=16,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-16
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-2,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=2,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-2
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-32,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=32,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-32
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-4,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=4,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-4
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-64,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=64,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-64
w2/fp8/closed-loop-exploratory/seed-1/cl-conc-8,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=8,1,clean,evidence/raw/w2/fp8/closed-loop-exploratory/seed-1/cl-conc-8
w2/fp8/closed-loop-rerun-0.90-paging/seed-1/cl-conc-1,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=1,1,clean,evidence/raw/w2/fp8/closed-loop-rerun-0.90-paging/seed-1/cl-conc-1
w2/fp8/closed-loop-rerun-0.90-paging/seed-1/cl-conc-2,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=2,1,clean,evidence/raw/w2/fp8/closed-loop-rerun-0.90-paging/seed-1/cl-conc-2
w2/fp8/closed-loop-v3/seed-1/cl-conc-1,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=1,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-1
w2/fp8/closed-loop-v3/seed-1/cl-conc-128,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=128,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-128
w2/fp8/closed-loop-v3/seed-1/cl-conc-16,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=16,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-16
w2/fp8/closed-loop-v3/seed-1/cl-conc-192,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=192,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-192
w2/fp8/closed-loop-v3/seed-1/cl-conc-2,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=2,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-2
w2/fp8/closed-loop-v3/seed-1/cl-conc-256,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=256,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-256
w2/fp8/closed-loop-v3/seed-1/cl-conc-32,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=32,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-32
w2/fp8/closed-loop-v3/seed-1/cl-conc-4,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=4,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-4
w2/fp8/closed-loop-v3/seed-1/cl-conc-64,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=64,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-64
w2/fp8/closed-loop-v3/seed-1/cl-conc-8,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=8,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-8
w2/fp8/closed-loop-v3/seed-1/cl-conc-96,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=96,1,clean,evidence/raw/w2/fp8/closed-loop-v3/seed-1/cl-conc-96
w2/fp8/closed-loop/seed-1/cl-conc-1,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=1,1,clean,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-1
w2/fp8/closed-loop/seed-1/cl-conc-128,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=128,1,clean,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-128
w2/fp8/closed-loop/seed-1/cl-conc-16,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=16,1,suspect: W per util point 1.85 < 2.0,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-16
w2/fp8/closed-loop/seed-1/cl-conc-192,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=192,1,clean,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-192
w2/fp8/closed-loop/seed-1/cl-conc-2,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=2,1,clean,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-2
w2/fp8/closed-loop/seed-1/cl-conc-256,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=256,1,clean,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-256
w2/fp8/closed-loop/seed-1/cl-conc-32,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=32,1,suspect: W per util point 1.76 < 2.0,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-32
w2/fp8/closed-loop/seed-1/cl-conc-4,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=4,1,suspect: W per util point 1.88 < 2.0,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-4
w2/fp8/closed-loop/seed-1/cl-conc-64,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=64,1,suspect: W per util point 1.83 < 2.0,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-64
w2/fp8/closed-loop/seed-1/cl-conc-8,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=8,1,suspect: W per util point 1.84 < 2.0,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-8
w2/fp8/closed-loop/seed-1/cl-conc-96,2026-09-08,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=96,1,suspect: W per util point 1.82 < 2.0,evidence/raw/w2/fp8/closed-loop/seed-1/cl-conc-96
w2/fp8/open-loop/seed-1/ol-rate-10.92,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 10.92 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-10.92
w2/fp8/open-loop/seed-1/ol-rate-21.84,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 21.84 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-21.84
w2/fp8/open-loop/seed-1/ol-rate-24.02,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 24.02 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-24.02
w2/fp8/open-loop/seed-1/ol-rate-26.20,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 26.2 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-26.20
w2/fp8/open-loop/seed-1/ol-rate-28.39,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 28.39 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-28.39
w2/fp8/open-loop/seed-1/ol-rate-30.57,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 30.57 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-30.57
w2/fp8/open-loop/seed-1/ol-rate-32.75,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 32.75 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-32.75
w2/fp8/open-loop/seed-1/ol-rate-43.67,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 43.67 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-43.67
w2/fp8/open-loop/seed-1/ol-rate-54.59,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 54.59 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-54.59
w2/fp8/open-loop/seed-1/ol-rate-65.50,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 65.5 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-65.50
w2/fp8/open-loop/seed-1/ol-rate-87.34,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 87.34 rps,1,clean,evidence/raw/w2/fp8/open-loop/seed-1/ol-rate-87.34
w2/fp8/open-loop/seed-2/ol-rate-10.92,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 10.92 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-10.92
w2/fp8/open-loop/seed-2/ol-rate-21.84,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 21.84 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-21.84
w2/fp8/open-loop/seed-2/ol-rate-24.02,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 24.02 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-24.02
w2/fp8/open-loop/seed-2/ol-rate-26.20,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 26.2 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-26.20
w2/fp8/open-loop/seed-2/ol-rate-28.39,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 28.39 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-28.39
w2/fp8/open-loop/seed-2/ol-rate-30.57,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 30.57 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-30.57
w2/fp8/open-loop/seed-2/ol-rate-32.75,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 32.75 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-32.75
w2/fp8/open-loop/seed-2/ol-rate-43.67,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 43.67 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-43.67
w2/fp8/open-loop/seed-2/ol-rate-54.59,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 54.59 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-54.59
w2/fp8/open-loop/seed-2/ol-rate-65.50,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 65.5 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-65.50
w2/fp8/open-loop/seed-2/ol-rate-87.34,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 87.34 rps,2,clean,evidence/raw/w2/fp8/open-loop/seed-2/ol-rate-87.34
w2/fp8/open-loop/seed-3/ol-rate-10.92,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 10.92 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-10.92
w2/fp8/open-loop/seed-3/ol-rate-21.84,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 21.84 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-21.84
w2/fp8/open-loop/seed-3/ol-rate-24.02,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 24.02 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-24.02
w2/fp8/open-loop/seed-3/ol-rate-26.20,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 26.2 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-26.20
w2/fp8/open-loop/seed-3/ol-rate-28.39,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 28.39 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-28.39
w2/fp8/open-loop/seed-3/ol-rate-30.57,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 30.57 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-30.57
w2/fp8/open-loop/seed-3/ol-rate-32.75,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 32.75 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-32.75
w2/fp8/open-loop/seed-3/ol-rate-43.67,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 43.67 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-43.67
w2/fp8/open-loop/seed-3/ol-rate-54.59,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 54.59 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-54.59
w2/fp8/open-loop/seed-3/ol-rate-65.50,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 65.5 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-65.50
w2/fp8/open-loop/seed-3/ol-rate-87.34,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 87.34 rps,3,clean,evidence/raw/w2/fp8/open-loop/seed-3/ol-rate-87.34
w2/gptq/closed-loop/seed-1/cl-conc-1,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=1,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-1
w2/gptq/closed-loop/seed-1/cl-conc-128,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=128,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-128
w2/gptq/closed-loop/seed-1/cl-conc-16,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=16,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-16
w2/gptq/closed-loop/seed-1/cl-conc-192,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=192,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-192
w2/gptq/closed-loop/seed-1/cl-conc-2,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=2,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-2
w2/gptq/closed-loop/seed-1/cl-conc-256,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=256,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-256
w2/gptq/closed-loop/seed-1/cl-conc-32,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=32,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-32
w2/gptq/closed-loop/seed-1/cl-conc-4,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=4,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-4
w2/gptq/closed-loop/seed-1/cl-conc-64,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=64,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-64
w2/gptq/closed-loop/seed-1/cl-conc-8,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=8,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-8
w2/gptq/closed-loop/seed-1/cl-conc-96,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,closed_loop c=96,1,clean,evidence/raw/w2/gptq/closed-loop/seed-1/cl-conc-96
w2/gptq/open-loop/seed-1/ol-rate-15.13,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 15.13 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-15.13
w2/gptq/open-loop/seed-1/ol-rate-16.64,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 16.64 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-16.64
w2/gptq/open-loop/seed-1/ol-rate-18.16,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 18.16 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-18.16
w2/gptq/open-loop/seed-1/ol-rate-19.67,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 19.67 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-19.67
w2/gptq/open-loop/seed-1/ol-rate-21.18,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 21.18 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-21.18
w2/gptq/open-loop/seed-1/ol-rate-22.70,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 22.7 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-22.70
w2/gptq/open-loop/seed-1/ol-rate-24.21,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 24.21 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-24.21
w2/gptq/open-loop/seed-1/ol-rate-25.72,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 25.72 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-25.72
w2/gptq/open-loop/seed-1/ol-rate-27.23,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 27.23 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-27.23
w2/gptq/open-loop/seed-1/ol-rate-30.26,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 30.26 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-30.26
w2/gptq/open-loop/seed-1/ol-rate-37.83,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 37.83 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-37.83
w2/gptq/open-loop/seed-1/ol-rate-45.39,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 45.39 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-45.39
w2/gptq/open-loop/seed-1/ol-rate-60.52,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 60.52 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-60.52
w2/gptq/open-loop/seed-1/ol-rate-7.57,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 7.57 rps,1,clean,evidence/raw/w2/gptq/open-loop/seed-1/ol-rate-7.57
w2/gptq/open-loop/seed-2/ol-rate-15.13,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 15.13 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-15.13
w2/gptq/open-loop/seed-2/ol-rate-16.64,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 16.64 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-16.64
w2/gptq/open-loop/seed-2/ol-rate-18.16,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 18.16 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-18.16
w2/gptq/open-loop/seed-2/ol-rate-19.67,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 19.67 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-19.67
w2/gptq/open-loop/seed-2/ol-rate-21.18,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 21.18 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-21.18
w2/gptq/open-loop/seed-2/ol-rate-22.70,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 22.7 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-22.70
w2/gptq/open-loop/seed-2/ol-rate-24.21,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 24.21 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-24.21
w2/gptq/open-loop/seed-2/ol-rate-25.72,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 25.72 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-25.72
w2/gptq/open-loop/seed-2/ol-rate-27.23,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 27.23 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-27.23
w2/gptq/open-loop/seed-2/ol-rate-30.26,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 30.26 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-30.26
w2/gptq/open-loop/seed-2/ol-rate-37.83,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 37.83 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-37.83
w2/gptq/open-loop/seed-2/ol-rate-45.39,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 45.39 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-45.39
w2/gptq/open-loop/seed-2/ol-rate-60.52,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 60.52 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-60.52
w2/gptq/open-loop/seed-2/ol-rate-7.57,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 7.57 rps,2,clean,evidence/raw/w2/gptq/open-loop/seed-2/ol-rate-7.57
w2/gptq/open-loop/seed-3/ol-rate-15.13,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",gptq_int4,direct,none,open_loop 15.13 rps,3,clean,evidence/raw/w2/gptq/open-loop/seed-3/ol-rate-15.13
